Filename,Duration,File Size,Creation Date,Original Path
question_340.mp3,0:16,317.79 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_340.mp3
question_341.mp3,0:08,176.70 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_341.mp3
question_194.mp3,0:09,189.36 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_194.mp3
question_180.mp3,0:09,188.42 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_180.mp3
question_157.mp3,0:09,185.14 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_157.mp3
question_143.mp3,0:09,195.45 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_143.mp3
question_76.mp3,0:07,149.98 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_76.mp3
question_62.mp3,0:06,127.01 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_62.mp3
question_209.mp3,0:13,259.67 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_209.mp3
question_89.mp3,0:08,172.48 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_89.mp3
question_221.mp3,0:11,235.29 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_221.mp3
question_235.mp3,0:12,239.98 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/output_speech/question_235.mp3
question_24.mp3,0:14,275.16 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_24.mp3
question_30.mp3,0:12,241.41 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_30.mp3
question_18.mp3,0:13,260.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_18.mp3
question_3.mp3,0:12,247.97 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_3.mp3
question_2.mp3,0:12,247.97 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_2.mp3
question_19.mp3,0:13,268.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_19.mp3
question_31.mp3,0:12,241.88 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_31.mp3
question_25.mp3,0:13,271.88 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_25.mp3
question_33.mp3,0:11,220.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_33.mp3
question_27.mp3,0:12,236.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_27.mp3
question_1.mp3,0:12,234.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_1.mp3
question_26.mp3,0:12,239.06 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_26.mp3
question_32.mp3,0:14,280.31 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_32.mp3
question_22.mp3,0:11,231.09 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_22.mp3
question_5.mp3,0:12,248.44 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_5.mp3
question_4.mp3,0:12,248.44 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_4.mp3
question_23.mp3,0:11,231.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_23.mp3
question_21.mp3,0:11,225.47 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_21.mp3
question_6.mp3,0:10,198.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_6.mp3
question_7.mp3,0:11,232.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_7.mp3
question_20.mp3,0:14,275.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_20.mp3
question_11.mp3,0:14,283.12 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_11.mp3
question_10.mp3,0:13,264.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_10.mp3
question_12.mp3,0:14,291.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_12.mp3
question_9.mp3,0:17,342.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_9.mp3
question_8.mp3,0:14,280.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_8.mp3
question_13.mp3,0:11,226.41 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_13.mp3
question_17.mp3,0:12,239.53 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_17.mp3
question_16.mp3,0:12,239.53 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_16.mp3
question_28.mp3,0:12,235.31 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_28.mp3
question_14.mp3,0:10,212.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_14.mp3
question_15.mp3,0:12,240.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_15.mp3
question_29.mp3,0:12,236.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question_29.mp3
question_3.mp3,0:12,249.38 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question/question_3.mp3
question_2.mp3,0:12,246.09 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question/question_2.mp3
question_1.mp3,0:11,233.44 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question/question_1.mp3
question_5.mp3,0:12,248.91 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question/question_5.mp3
question_4.mp3,0:12,248.44 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question/question_4.mp3
question_6.mp3,0:10,213.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question/question_6.mp3
question_7.mp3,0:11,232.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question/question_7.mp3
question_8.mp3,0:14,281.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/trekk/329/question/question_8.mp3
question_3.mp3,0:13,264.38 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/tquest/question_3.mp3
question_2.mp3,0:16,327.66 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/tquest/question_2.mp3
question_1.mp3,0:12,253.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/tquest/question_1.mp3
question_5.mp3,0:13,265.31 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/tquest/question_5.mp3
question_4.mp3,0:16,321.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/tquest/question_4.mp3
question_6.mp3,0:14,281.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/tquest/question_6.mp3
question_7.mp3,0:15,296.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/tquest/question_7.mp3
question_10.mp3,0:09,181.41 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/tquest/question_10.mp3
question_9.mp3,0:15,310.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/tquest/question_9.mp3
question_8.mp3,0:14,291.09 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/tquest/question_8.mp3
question_84.mp3,0:12,242.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_84.mp3
question_90.mp3,0:10,207.66 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_90.mp3
question_47.mp3,0:09,180.47 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_47.mp3
question_53.mp3,0:14,275.16 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_53.mp3
question_52.mp3,0:12,246.09 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_52.mp3
question_46.mp3,0:11,227.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_46.mp3
question_91.mp3,0:10,206.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_91.mp3
question_85.mp3,0:10,206.72 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_85.mp3
question_93.mp3,0:12,250.31 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_93.mp3
question_87.mp3,0:11,233.44 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_87.mp3
question_50.mp3,0:13,258.28 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_50.mp3
question_44.mp3,0:12,247.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_44.mp3
question_78.mp3,0:12,246.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_78.mp3
question_79.mp3,0:13,260.16 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_79.mp3
question_45.mp3,0:13,272.34 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_45.mp3
question_51.mp3,0:14,286.41 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_51.mp3
question_86.mp3,0:11,226.41 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_86.mp3
question_92.mp3,0:15,294.38 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_92.mp3
question_96.mp3,0:12,240.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_96.mp3
question_82.mp3,0:16,326.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_82.mp3
question_69.mp3,0:11,220.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_69.mp3
question_55.mp3,0:10,197.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_55.mp3
question_41.mp3,0:16,321.09 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_41.mp3
question_148.mp3,0:12,253.12 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_148.mp3
question_149.mp3,0:12,251.72 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_149.mp3
question_40.mp3,0:10,198.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_40.mp3
question_54.mp3,0:12,252.66 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_54.mp3
question_68.mp3,0:13,254.53 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_68.mp3
question_83.mp3,0:14,282.66 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_83.mp3
question_97.mp3,0:15,309.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_97.mp3
question_81.mp3,0:15,295.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_81.mp3
question_95.mp3,0:11,219.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_95.mp3
question_42.mp3,0:11,225.94 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_42.mp3
question_56.mp3,0:12,247.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_56.mp3
question_57.mp3,0:09,194.06 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_57.mp3
question_43.mp3,0:12,238.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_43.mp3
question_94.mp3,0:17,332.34 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_94.mp3
question_80.mp3,0:12,251.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_80.mp3
question_24.mp3,0:11,220.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_24.mp3
question_30.mp3,0:09,193.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_30.mp3
question_18.mp3,0:12,247.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_18.mp3
question_139.mp3,0:09,189.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_139.mp3
question_105.mp3,0:12,243.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_105.mp3
question_111.mp3,0:10,199.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_111.mp3
question_3.mp3,0:10,195.94 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_3.mp3
question_2.mp3,0:13,260.16 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_2.mp3
question_110.mp3,0:11,233.91 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_110.mp3
question_104.mp3,0:10,206.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_104.mp3
question_138.mp3,0:16,328.12 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_138.mp3
question_19.mp3,0:09,189.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_19.mp3
question_31.mp3,0:14,277.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_31.mp3
question_25.mp3,0:12,235.31 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_25.mp3
question_33.mp3,0:14,283.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_33.mp3
question_27.mp3,0:13,266.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_27.mp3
question_112.mp3,0:10,198.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_112.mp3
question_106.mp3,0:13,255.94 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_106.mp3
question_1.mp3,0:09,184.69 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_1.mp3
question_107.mp3,0:11,219.38 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_107.mp3
question_113.mp3,0:12,240.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_113.mp3
question_26.mp3,0:09,191.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_26.mp3
question_32.mp3,0:12,245.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_32.mp3
question_36.mp3,0:10,207.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_36.mp3
question_22.mp3,0:14,282.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_22.mp3
question_117.mp3,0:14,277.97 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_117.mp3
question_103.mp3,0:12,243.75 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_103.mp3
question_5.mp3,0:11,226.41 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_5.mp3
question_4.mp3,0:12,253.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_4.mp3
question_102.mp3,0:12,250.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_102.mp3
question_116.mp3,0:14,291.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_116.mp3
question_23.mp3,0:13,266.72 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_23.mp3
question_37.mp3,0:09,195.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_37.mp3
question_21.mp3,0:13,261.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_21.mp3
question_35.mp3,0:11,231.09 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_35.mp3
question_100.mp3,0:13,271.41 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_100.mp3
question_114.mp3,0:13,255.94 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_114.mp3
question_128.mp3,0:10,201.09 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_128.mp3
question_6.mp3,0:10,211.88 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_6.mp3
question_7.mp3,0:13,260.16 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_7.mp3
question_129.mp3,0:09,186.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_129.mp3
question_115.mp3,0:13,259.69 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_115.mp3
question_101.mp3,0:09,193.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_101.mp3
question_34.mp3,0:13,260.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_34.mp3
question_20.mp3,0:13,267.66 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_20.mp3
question_11.mp3,0:14,275.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_11.mp3
question_39.mp3,0:09,189.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_39.mp3
question_118.mp3,0:13,264.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_118.mp3
question_124.mp3,0:11,221.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_124.mp3
question_130.mp3,0:12,248.44 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_130.mp3
question_131.mp3,0:14,285.47 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_131.mp3
question_125.mp3,0:08,166.88 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_125.mp3
question_119.mp3,0:15,305.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_119.mp3
question_38.mp3,0:09,192.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_38.mp3
question_10.mp3,0:06,120.00 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_10.mp3
question_12.mp3,0:13,267.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_12.mp3
question_133.mp3,0:12,244.69 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_133.mp3
question_127.mp3,0:10,209.06 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_127.mp3
question_9.mp3,0:12,244.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_9.mp3
question_8.mp3,0:12,247.97 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_8.mp3
question_126.mp3,0:09,185.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_126.mp3
question_132.mp3,0:13,266.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_132.mp3
question_13.mp3,0:13,266.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_13.mp3
question_17.mp3,0:15,296.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_17.mp3
question_136.mp3,0:12,234.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_136.mp3
question_122.mp3,0:11,221.72 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_122.mp3
question_123.mp3,0:09,191.72 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_123.mp3
question_137.mp3,0:10,201.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_137.mp3
question_16.mp3,0:14,281.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_16.mp3
question_28.mp3,0:14,281.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_28.mp3
question_14.mp3,0:13,268.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_14.mp3
question_121.mp3,0:09,191.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_121.mp3
question_135.mp3,0:10,197.81 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_135.mp3
question_109.mp3,0:10,209.06 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_109.mp3
question_108.mp3,0:12,236.72 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_108.mp3
question_134.mp3,0:13,261.09 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_134.mp3
question_120.mp3,0:13,266.25 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_120.mp3
question_15.mp3,0:12,245.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_15.mp3
question_29.mp3,0:12,247.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_29.mp3
question_99.mp3,0:13,262.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_99.mp3
question_66.mp3,0:11,232.50 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_66.mp3
question_72.mp3,0:12,253.12 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_72.mp3
question_147.mp3,0:14,274.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_147.mp3
question_152.mp3,0:16,328.12 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_152.mp3
question_146.mp3,0:10,213.28 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_146.mp3
question_73.mp3,0:12,240.47 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_73.mp3
question_67.mp3,0:12,245.16 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_67.mp3
question_98.mp3,0:15,304.22 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_98.mp3
question_71.mp3,0:08,171.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_71.mp3
question_65.mp3,0:15,298.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_65.mp3
question_59.mp3,0:10,208.12 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_59.mp3
question_150.mp3,0:12,246.09 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_150.mp3
question_144.mp3,0:16,312.66 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_144.mp3
question_145.mp3,0:14,283.59 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_145.mp3
question_151.mp3,0:11,226.88 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_151.mp3
question_58.mp3,0:12,239.53 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_58.mp3
question_64.mp3,0:10,205.78 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_64.mp3
question_70.mp3,0:10,207.66 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_70.mp3
question_48.mp3,0:10,205.31 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_48.mp3
question_74.mp3,0:13,261.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_74.mp3
question_60.mp3,0:12,251.72 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_60.mp3
question_141.mp3,0:11,224.53 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_141.mp3
question_140.mp3,0:10,197.34 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_140.mp3
question_61.mp3,0:12,248.91 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_61.mp3
question_75.mp3,0:14,276.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_75.mp3
question_49.mp3,0:09,189.84 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_49.mp3
question_88.mp3,0:11,223.12 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_88.mp3
question_63.mp3,0:13,261.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_63.mp3
question_77.mp3,0:14,290.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_77.mp3
question_142.mp3,0:12,246.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_142.mp3
question_143.mp3,0:12,252.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_143.mp3
question_76.mp3,0:10,207.19 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_76.mp3
question_62.mp3,0:12,234.38 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_62.mp3
question_89.mp3,0:13,261.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/QUIZSHOW/questions/question_89.mp3
question_40.mp3,0:16,320.12 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/20secQ/question_40.mp3
combined|24-103.mp3,1:56,2.24 MB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/20secQ/combined|24-103.mp3
question_24.mp3,0:15,314.03 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/20secQ/question_24.mp3
question_103.mp3,0:15,306.06 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/20secQ/question_103.mp3
question_100.mp3,0:18,357.16 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/20secQ/question_100.mp3
question_29.mp3,0:15,307.94 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/20secQ/question_29.mp3
question_58.mp3,0:18,372.62 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/20secQ/question_58.mp3
question_74.mp3,0:15,313.56 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/20secQ/question_74.mp3
question_155.mp3,0:15,307.94 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/20secQ/question_155.mp3
question_168.mp3,0:15,308.87 KB,06-11-24,/Users/steven/Documents/quiz-talk/GTrivia/MP3/20secQ/question_168.mp3
