Filename,Duration,File Size,Creation Date,Original Path
theVoidAsPrimoridslSource-Podcast.mp3,11:00,3.78 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/theVoidAsPrimoridslSource-Podcast/theVoidAsPrimoridslSource-Podcast.mp3
Heartbeats in the Dark.mp3,3:10,2.95 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heartbeats in the Dark/Heartbeats in the Dark.mp3
Echoes_of_the_Alley_Blues.mp3,2:39,3.65 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Echoes_of_the_Alley_Blues/Echoes_of_the_Alley_Blues.mp3
Love is rubbish Let's Get Trashy (Remix)341.mp3,3:41,4.87 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Love is rubbish Let's Get Trashy (Remix)341/Love is rubbish Let's Get Trashy (Remix)341.mp3
Willow Tree (Remix)-142.mp3,1:42,2.31 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Willow Tree (Remix)-142/Willow Tree (Remix)-142.mp3
The Alley King.mp3,2:38,2.42 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/The Alley King/The Alley King.mp3
Howligritty Nights.mp3,2:49,2.58 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Howligritty Nights/Howligritty Nights.mp3
in This aLLey Where i HiDe-oG (Remix)324.mp3,3:24,4.56 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)324/in This aLLey Where i HiDe-oG (Remix)324.mp3
Heroes Rise  - Villains Overthrow (Remastered) (Remix)228.mp3,2:28,3.21 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heroes Rise  - Villains Overthrow (Remastered) (Remix)228/Heroes Rise  - Villains Overthrow (Remastered) (Remix)228.mp3
Kings and Queens of Litter (Remastered).mp3,3:59,3.66 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Kings and Queens of Litter (Remastered)/Kings and Queens of Litter (Remastered).mp3
Heartbeats_in_the_Dark_Remastered_Song_Lyrics.mp3,3:59,5.48 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heartbeats_in_the_Dark_Remastered_Song_Lyrics/Heartbeats_in_the_Dark_Remastered_Song_Lyrics.mp3
Junkyard Symphony Scraps.mp3,3:10,2.91 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Junkyard Symphony Scraps/Junkyard Symphony Scraps.mp3
Willow Tree (Remix)-127.mp3,1:27,2.01 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Willow Tree (Remix)-127/Willow Tree (Remix)-127.mp3
Where Shadows Play.mp3,3:29,3.21 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Where Shadows Play/Where Shadows Play.mp3
Moonly Alley Serenade.mp3,2:56,2.69 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Moonly Alley Serenade/Moonly Alley Serenade.mp3
Witches Road (Remastered).mp3,2:56,4.06 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Witches Road (Remastered)/Witches Road (Remastered).mp3
